company_permalink,company_name,company_category_list,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,price_amount,price_currency_code
/organization/adaptivity,Adaptivity,Enterprise Software,USA,NC,Charlotte,Charlotte,/organization/emc,EMC,Big Data|Enterprise Software|Infrastructure,USA,MA,Boston,Hopkinton,2013-05-15,2013-05,,USD
/organization/adaptix,ADAPTIX,Public Relations,USA,TX,Dallas,Carrollton,/organization/acacia-research,Acacia Research,Business Services|Intellectual Asset Management|Licensing,USA,CA,Anaheim,Newport Beach,2012-01-13,2012-01,160000000,USD
/organization/adaptlogic-ab,Adaptlogic AB,,,,,,/organization/enreach,Enreach,Advertising,FIN,13,Helsinki,Helsinki,2011-11-17,2011-11,,USD
/organization/adaytum,Adaytum,Business Services|Enterprises|Software,,,,,/organization/cognos,Cognos,Software,CAN,ON,Ottawa,Ottawa,2003-01-01,2003-01,,USD
/organization/adbrite,adBrite,Advertising|Auctions|Publishing,USA,CA,SF Bay Area,San Francisco,/organization/site-scout,Site Scout,Advertising|Auctions,CAN,ON,Toronto,Toronto,2013-06-20,2013-06,,USD
/organization/adbuyer-com,AdBuyer.com,Advertising,USA,NY,New York City,New York,/organization/mediabank,Mediaocean,Advertising|Software,USA,NY,New York City,New York,2011-04-28,2011-04,,USD
/organization/adcamp,AdCamp,Advertising,RUS,48,Moscow,Moscow,/organization/pult-group,Pult Group,Advertising,RUS,48,Moscow,Moscow,2013-10-01,2013-10,,USD
/organization/adcamp,AdCamp,Advertising,RUS,48,Moscow,Moscow,/organization/seopult,SeoPult,Advertising|Optimization|Sales and Marketing|Search Marketing|Semantic Search|SEO,RUS,48,Moscow,Moscow,2013-10-01,2013-10,,USD
/organization/adcenter,AdCenter,Advertising|Advertising Platforms,USA,NY,New York City,New York,/organization/vertamedia,VertaMedia,Advertising Platforms|Online Video Advertising,USA,NY,New York City,New York,2014-07-22,2014-07,400000,USD
/organization/adcentricity,ADCentricity,Advertising|Displays|Location Based Services|Mobile|Mobile Software Tools|News|Sales and Marketing,CAN,ON,Toronto,Toronto,/organization/bee-media,Bee Media,Mobile,,,,,2012-04-23,2012-04,,USD
/organization/adchemy,Adchemy,Advertising,USA,CA,SF Bay Area,Foster City,/organization/walmart-labs,WalmartLabs,Retail|Retail Technology|Specialty Retail,USA,CA,SF Bay Area,San Bruno,2014-05-06,2014-05,,USD
/organization/adchina,AdChina,Advertising,CHN,23,Shanghai,Shanghai,/organization/alibaba,Alibaba,E-Commerce,CHN,2,Hangzhou,Hangzhou,2015-01-06,2015-01,,USD
/organization/adcloud-gmbh,Adcloud,Advertising|Sales and Marketing,DEU,7,Cologne,Cologne,/organization/deutsche-post-dhl,Deutsche Post DHL,Postal and Courier Services,DEU,7,Bonn,Bonn,2011-04-01,2011-04,,USD
/organization/adcole-corporation,Adcole Corporation,Aerospace|Industrial|Manufacturing,USA,MA,Boston,Marlborough,/organization/artemis-capital-partners,Artemis Capital Partners,,USA,MA,Boston,Boston,2014-07-31,2014-07,,USD
/organization/adcolony,AdColony,Advertising|Android|Apps|iOS|Mobile|Mobile Video|Monetization|Video|Virtual Currency,USA,CA,Los Angeles,Los Angeles,/organization/opera-software,Opera,Software,NOR,12,Oslo,Oslo,2014-06-24,2014-06,350000000,USD
/organization/adcombination,AdCombination,Advertising,NLD,7,Amsterdam,Amsterdam,/organization/specific-media,Specific Media,Advertising|Auctions|Digital Media,USA,CA,Anaheim,Irvine,2010-12-01,2010-12,,USD
/organization/adconion-direct,Adconion Direct,Ad Targeting|Advertising|Displays|Email|Mobile|Social Media|Video,USA,CA,Los Angeles,Santa Monica,/organization/amobee,Amobee,Big Data|Brand Marketing|Digital Media|Internet Marketing|Mobile|Social Media Marketing|Technology|Video,USA,CA,SF Bay Area,Foster City,2014-06-10,2014-06,,USD
/organization/adconion-media-group,Adconion Media Group,Ad Targeting|Advertising|Entertainment,USA,CA,Los Angeles,Santa Monica,/organization/amobee,Amobee,Big Data|Brand Marketing|Digital Media|Internet Marketing|Mobile|Social Media Marketing|Technology|Video,USA,CA,SF Bay Area,Foster City,2014-06-10,2014-06,235000000,USD
/organization/add-on-exchange,Add-on Exchange,Curated Web,USA,NY,New York City,New York,/organization/goip-global,GoIP Global,Curated Web,USA,NY,New York City,New York,2010-11-19,2010-11,,USD
/organization/add-to-any,AddToAny,Advertising|Analytics|Big Data Analytics|Content Delivery|Content Discovery|Developer Tools|Mobile Social|Mobile Software Tools|Photo Sharing|Public Relations|Social Commerce|Social Media|Social Media Management|Social Media Marketing|Web Development|Web Tools,USA,CA,SF Bay Area,San Francisco,/organization/ador,ADOR,News|Social Commerce|Social Media,USA,WA,Seattle,Seattle,2011-07-12,2011-07,,USD
/organization/addison-software-and-service,Addison Software and Service,,,,,,/organization/hgcapital,HgCapital,,GBR,H9,London,London,2005-06-03,2005-06,,USD
/organization/addlive,AddLive,Developer APIs|Public Relations|Video Chat|Video Conferencing,USA,CA,SF Bay Area,San Francisco,/organization/snapchat,Snapchat,File Sharing|Messaging|Mobile|Photography,USA,CA,CA - Other,Pacific Palisades,2014-05-02,2014-05,30000000,USD
/organization/addme,AddMe,Curated Web,,,,,/organization/trellian,Trellian,Advertising|Semantic Search|SEO|Software,AUS,7,AUS - Other,Beaumaris,2008-04-10,2008-04,,USD
/organization/addonauto,AddOnAuto,,USA,CA,SF Bay Area,San Francisco,/organization/reynolds-and-reynolds,Reynolds and Reynolds,,,,,,2014-01-24,2014-01,,USD
/organization/addrenex-pharmaceuticals,Addrenex Pharmaceuticals,Pharmaceuticals|Physicians,USA,NC,Raleigh,Durham,/organization/sciele-pharma,Shionogi Pharma Inc.,Biotechnology|Pharmaceuticals,USA,GA,Atlanta,Atlanta,2009-11-16,2009-11,29000000,USD
/organization/addressdoctor,AddressDoctor,Software,,,,,/organization/informatica,Informatica,Big Data Analytics|Cloud Computing|Data Integration|Data Security|Mobile Devices|Software,USA,CA,SF Bay Area,Redwood City,2009-06-02,2009-06,,USD
/organization/addval-technology,AddVal Technology,Product Development Services|Services|Shipping,USA,CA,SF Bay Area,Cupertino,/organization/accenture,Accenture,Business Services|Consulting|Outsourcing,USA,CA,San Diego,San Diego,2008-05-01,2008-05,,USD
/organization/addventure,AddVenture,,RUS,48,Moscow,Moscow,/organization/foodpanda,Foodpanda,Consumers|Delivery|Hospitality,DEU,16,Berlin,Berlin,2014-06-17,2014-06,50000000,USD
/organization/addynamix,AdDynamix,,,,,,/organization/ybrant-digital,LYCOS Internet Limited,Advertising,IND,2,Hyderabad,Hyderabad,2007-02-01,2007-02,,USD
/organization/adea,Adea,Consulting,USA,TX,Dallas,Irving,/organization/netkraft,Netkraft,,,,,,2004-06-11,2004-06,,USD
/organization/adea,Adea,Consulting,USA,TX,Dallas,Irving,/organization/valtech,Valtech,Consulting|Information Services|Information Technology|Software,FRA,A8,Paris,Paris,2010-12-22,2010-12,39000000,USD
/organization/adecn,AdECN,Advertising|Sales and Marketing|Software,USA,CA,Santa Barbara,Carpinteria,/organization/microsoft,Microsoft,Software|Video Games,USA,WA,Seattle,Redmond,2007-07-26,2007-07,,USD
/organization/adelie-foods,Adelie Foods,,GBR,F9,Heathrow,Heathrow,/organization/h-i-g-ventures,H.I.G. Capital,,USA,FL,Miami,Miami,2015-03-11,2015-03,,USD
/organization/adelphia-communications,Adelphia Communications,Services|Telecommunications|Television,,,,,/organization/comcast,Comcast,Web Hosting,USA,PA,Philadelphia,Philadelphia,2006-07-31,2006-07,,USD
/organization/adengage,AdEngage,Curated Web,USA,CA,Los Angeles,El Segundo,/organization/technorati,Technorati,Advertising|Technology,USA,CA,SF Bay Area,San Francisco,2008-10-01,2008-10,,USD
/organization/adenyo,Adenyo,Mobile,CAN,ON,Toronto,Toronto,/organization/voltari,Voltari,Ad Targeting|Advertising|Analytics|Big Data|Machine Learning|Mobile|Predictive Analytics|Real Time|Sales and Marketing,USA,NY,New York City,New York,2011-01-31,2011-01,100000000,USD
/organization/adept-cloud,Adept Cloud,Enterprise Software,USA,CA,SF Bay Area,San Mateo,/organization/hightail,Hightail,Collaboration|File Sharing|Mobile|Storage,USA,CA,SF Bay Area,Campbell,2013-09-17,2013-09,,USD
/organization/adept-technology,Adept Technology,Automotive,USA,CA,SF Bay Area,Pleasanton,/organization/omron-electronics,Omron Corporation,Electronics|Manufacturing|Sales Automation,JPN,22,JPN - Other,Kyoto,2015-09-16,2015-09,200000000,USD
/organization/adeptol,Adeptol,Software,USA,CA,SF Bay Area,Santa Clara,/organization/accusoft-pegasus-2,Accusoft Pegasus,Document Management|Ediscovery|Web Hosting,,,,,2011-10-03,2011-10,,USD
/organization/adeptra,Adeptra,Public Relations,USA,CT,Hartford,Norwalk,/organization/fair-isaac-corporation,FICO (Fair Isaac Corporation),Big Data|Big Data Analytics|Predictive Analytics|Software,USA,CA,SF Bay Area,San Jose,2012-08-16,2012-08,115000000,USD
/organization/adequate-systems,Adequate Systems,,,,,,/organization/augure,Augure,Software,FRA,A8,Paris,Paris,2013-01-24,2013-01,,USD
/organization/aderant,ADERANT,Software,USA,GA,Atlanta,Atlanta,/organization/bigwords-com,BIGWORDS.com,Curated Web,USA,MD,Baltimore,Annapolis,2008-11-03,2008-11,,USD
/organization/aderant-2,Aderant,,,,,,/organization/roper-technologies,Roper Technologies,Mechanical Solutions,USA,FL,Sarasota - Bradenton,Sarasota,2015-10-07,2015-10,675000000,USD
/organization/adesta,Adesta,,,,,,/organization/g4s,G4S,Security,GBR,P6,,,2009-11-17,2009-11,66000000,USD
/organization/adesta-assets,Adesta Assets,,,,,,/organization/zayo-group,Zayo,Data Centers|Internet|Mobile|Mobile Infrastructure|Telecommunications,USA,CO,Denver,Boulder,2008-09-01,2008-09,,USD
/organization/adfunky,Adfunky,,,,,,/organization/batanga,Batanga Media,Advertising|Music|Video|Women,USA,FL,Miami,Coral Gables,2011-06-07,2011-06,,USD
/organization/adgenie,AdGenie,Ad Targeting|Advertising|Test and Measurement,GBR,H9,London,London,/organization/ve-interactive,Ve Interactive,Analytics|E-Commerce,USA,MA,Boston,Boston,2014-04-03,2014-04,,USD
/organization/adgrok,AdGrok,Advertising,USA,CA,SF Bay Area,San Francisco,/organization/twitter,Twitter,Information Services|Messaging|MicroBlogging|Service Providers|SMS|Software,USA,CA,SF Bay Area,San Francisco,2011-05-31,2011-05,10000000,USD
/organization/adherence-technologies,Adherence Technologies,,,,,,/organization/vocollect,Vocollect,Chat|Hardware + Software,USA,PA,Pittsburgh,Pittsburgh,2006-01-01,2006-01,,USD
/organization/adheron-therapeutics,Adheron Therapeutics,Biotechnology,USA,CA,SF Bay Area,Berkeley,/organization/roche,Roche,Biotechnology|Health Diagnostics,CHE,4,Basel,Basel,2015-10-07,2015-10,580000000,USD
/organization/adhubs,adHUBS,Advertising Platforms|Apps|Developer APIs,USA,CA,SF Bay Area,San Ramon,/organization/reply-com,BuyerLink,Advertising|Home Renovation|Internet Marketing|Lead Generation|Marketing Automation|Real Estate,USA,CA,SF Bay Area,San Ramon,2011-02-04,2011-02,,USD
/organization/adi-engineering,ADI Engineering,Networking,USA,VA,"Washington, D.C.",Charlottesville,/organization/silicom,Silicom,Networking,ISR,2,Tel Aviv,Kfar Saba,2015-10-29,2015-10,,USD
/organization/adiana,Adiana,Biotechnology,USA,CA,SF Bay Area,Redwood City,/organization/cytyc,Cytyc,Biotechnology,USA,MA,Boston,Marlborough,2007-02-26,2007-02,215000000,USD
/organization/adic,ADIC,Information Technology|Services|Storage,USA,WA,Seattle,Redmond,/organization/quantum-corp,Quantum,Enterprise Software,USA,CA,SF Bay Area,San Jose,2006-08-23,2006-08,770000000,USD
/organization/adify,Adify,Advertising,USA,CA,SF Bay Area,San Bruno,/organization/cox-enterprises,Cox Enterprises,Broadcasting|Digital Media|Software,USA,GA,Atlanta,Atlanta,2008-04-28,2008-04,300000000,USD
/organization/adility,Adility,Advertising|Coupons|Local Advertising|Local Based Services|Network Security,USA,CA,SF Bay Area,San Francisco,/organization/incomm,InComm,E-Commerce|Games|Gift Card,USA,GA,Atlanta,Atlanta,2012-12-01,2012-12,,USD
/organization/adinterax,AdInterax,Ad Targeting|Advertising|Technology,USA,CA,SF Bay Area,Sunnyvale,/organization/yahoo,Yahoo!,Email|Internet|Photography|Portals|Search|Technology,USA,CA,SF Bay Area,Sunnyvale,2006-10-17,2006-10,,USD
/organization/aditi,Aditi Technologies,Analytics|Business Development|Monetization,IND,19,Bangalore,Bangalore,/organization/symphony-teleca-corporation,Symphony Teleca Corporation,Mobile|Mobile Devices|Mobility|SaaS|Software,USA,CA,SF Bay Area,Mountain View,2014-04-10,2014-04,,USD
/organization/aditime,ADI Time,Curated Web,USA,RI,Providence,Warwick,/organization/asure-software,Asure Software,Software,USA,TX,Austin,Austin,2011-10-03,2011-10,,USD
/organization/adjacency,Adjacency,,,,,,/organization/sapient,Sapient,Consulting|Enterprise Software|Marketplaces,USA,MA,Boston,Boston,1999-03-29,1999-03,50000000,USD
/organization/adjitsu,AdJitsu,,USA,CA,SF Bay Area,Palo Alto,/organization/amobee,Amobee,Big Data|Brand Marketing|Digital Media|Internet Marketing|Mobile|Social Media Marketing|Technology|Video,USA,CA,SF Bay Area,Foster City,2012-05-08,2012-05,,USD
/organization/adjug,Adjug,Advertising|Internet|Marketplaces|Publishing,GBR,H9,London,London,/organization/searchignite,IgnitionOne,Advertising|Digital Media|Marketing Automation|Search Marketing,USA,NY,New York City,New York,2011-01-01,2011-01,,USD
/organization/adjuice,AdJuice Inc,Advertising,,,,,/organization/beyond-commerce,Beyond Commerce,Advertising,USA,NV,Las Vegas,Henderson,2010-05-04,2010-05,,USD
/organization/adjustware,Adjustware,,,,,,/organization/aitoc,Aitoc,E-Commerce,,,,,2009-11-02,2009-11,,USD
/organization/adkarma,AdKarma,Application Platforms|Mobile|Video,USA,MO,St. Louis,Columbia,/organization/blinkx,blinkx,Games|Search,USA,CA,SF Bay Area,San Francisco,2014-12-22,2014-12,,USD
/organization/adku,Adku,Software,USA,CA,SF Bay Area,San Francisco,/organization/groupon,Groupon,Advertising|Discounts|Internet|Local Commerce|Retail|Social Media|Technology,USA,IL,Chicago,Chicago,2012-02-03,2012-02,,USD
/organization/adl-media-inc,AllMedia Inc,Advertising,USA,IA,IA - Other,Plano,/organization/liberty-global,Liberty Global,Web Hosting,USA,CO,Denver,Englewood,2014-05-08,2014-05,930000000,USD
/organization/adlink-group,AdLINK Group,Advertising,DEU,8,DEU - Other,Montabaur,/organization/hi-media,HiMedia Group,Advertising|Mobile Advertising|Mobile Payments|Online Video Advertising|Payments,FRA,A8,Paris,Paris,2009-07-06,2009-07,,USD
/organization/admarvel,AdMarvel,Advertising|Mobile|Mobile Advertising,USA,CA,SF Bay Area,San Mateo,/organization/opera-software,Opera,Software,NOR,12,Oslo,Oslo,2010-01-20,2010-01,8000000,USD
/organization/admatic,Admatic,Big Data Analytics|Digital Media|E-Commerce|Marketing Automation|Search Marketing,BRA,21,Rio de Janeiro,Rio De Janeiro,/organization/b2w-companhia-global-do-varejo,B2W - Companhia Global do Varejo,E-Commerce|Retail,BRA,21,Rio de Janeiro,Rio De Janeiro,2015-07-01,2015-07,,USD
/organization/admax-network,Admax Network,Advertising,SGP,,Singapore,Singapore,/organization/komli-media,Komli Media,Advertising|Analytics|Media,IND,16,Mumbai,Mumbai,2012-02-01,2012-02,,USD
/organization/admeld,Admeld,Advertising|Auctions|Software,USA,NY,New York City,New York,/organization/google,Google,Blogging Platforms|Email|Information Technology|Search|Software|Video Streaming,USA,CA,SF Bay Area,Mountain View,2011-06-01,2011-06,400000000,CAD
/organization/admeta,ADMETA,Advertising|Internet|Optimization|Real Time,SWE,28,Gothenburg,Göteborg,/organization/wideorbit,WideOrbit,Advertising|Advertising Platforms|Enterprise Software|Internet Radio Market|Software|Television,USA,CA,SF Bay Area,San Francisco,2014-07-23,2014-07,,USD
/organization/admincontrol,Admincontrol,Information Technology,NOR,12,Oslo,Oslo,/organization/herkules-capital,Herkules Capital,,NOR,12,Oslo,Oslo,2015-03-26,2015-03,25000000,USD
/organization/adminisource-communications,AdminiSource Communications,Healthcare Services|Mobile Payments,USA,TX,Dallas,Carrollton,/organization/emdeon,Emdeon,Enterprise Software|Payments,USA,TN,Nashville,Nashville,2014-12-15,2014-12,35000000,USD
/organization/administrative-partners,Administrative Partners,,USA,FL,Tampa,Tampa,/organization/tribridge,Tribridge,Software,USA,FL,Tampa,Tampa,2008-07-04,2008-07,,USD
/organization/admissions-lab,Admissions Lab,CRM|Software,USA,IA,Cedar Rapids,Cedar Rapids,/organization/ruffalocody,RuffaloCODY,Consulting,USA,IA,Cedar Rapids,Cedar Rapids,2012-04-09,2012-04,,USD
/organization/admmicro,ADMMicro,Hardware + Software,USA,VA,Roanoke,Roanoke,/organization/gridpoint,GridPoint,Clean Technology|Energy Management|Sustainability,USA,VA,"Washington, D.C.",Arlington,2009-11-09,2009-11,,USD
/organization/admob,AdMob,Advertising|Mobile,USA,CA,SF Bay Area,Mountain View,/organization/google,Google,Blogging Platforms|Email|Information Technology|Search|Software|Video Streaming,USA,CA,SF Bay Area,Mountain View,2009-11-09,2009-11,750000000,USD
/organization/admobius,AdMobius,Advertising,USA,CA,SF Bay Area,San Mateo,/organization/lotame,Lotame,Ad Targeting|Advertising|Content|Interest Graph|Monetization|Optimization|Publishing|Sales and Marketing|Social Media|Weddings,USA,MD,Baltimore,Columbia,2014-03-18,2014-03,,USD
/organization/admodus,Admodus,,,,,,/organization/connexus-corp,"EMG Connexus, Inc. (""Connexus"")",Advertising Networks|Curated Web,USA,CA,Los Angeles,El Segundo,2007-07-12,2007-07,,USD
/organization/admovate,Admovate,Advertising|Mobile|Personalization|Software,USA,CA,SF Bay Area,Mountain View,/organization/yahoo,Yahoo!,Email|Internet|Photography|Portals|Search|Technology,USA,CA,SF Bay Area,Sunnyvale,2013-07-17,2013-07,,USD
/organization/admune-therapeutics,Admune Therapeutics,,,,,,/organization/novartis,Novartis,Biotechnology,CHE,4,Basel,Basel,2015-10-21,2015-10,,USD
/organization/adnagen,AdnaGen,Biotechnology|Health Diagnostics,DEU,6,DEU - Other,Langenhagen,/organization/oncovista-innovative-therapies,OncoVista Innovative Therapies,Biotechnology|Health Diagnostics,USA,TX,San Antonio,San Antonio,2008-06-18,2008-06,,USD
/organization/adnectar,AdNectar,Advertising|Virtual Goods,USA,CA,SF Bay Area,Palo Alto,/organization/ador,ADOR,News|Social Commerce|Social Media,USA,WA,Seattle,Seattle,2011-06-01,2011-06,,USD
/organization/adnexus,Adnexus,Biotechnology|Health Care|Medical|Therapeutics,USA,MA,Boston,Waltham,/organization/bristol-myers-squibb,Bristol-Myers Squibb,Biotechnology|Health and Wellness|Pharmaceuticals,USA,NY,New York City,New York,2007-09-24,2007-09,415000000,USD
/organization/adnubo,AdNubo,,,,,,/organization/startmeapp,StartMeApp,Advertising|Brand Marketing|Franchises|Mobile|Publishing,USA,DE,"Wilmington, Delaware",Wilmington,2013-11-06,2013-11,,USD
/organization/adolor,Adolor,Biotechnology,USA,PA,Philadelphia,Exton,/organization/cubist-pharmaceuticals,Cubist Pharmaceuticals,Biotechnology,USA,MA,Boston,Lexington,2011-12-12,2011-12,453000000,USD
/organization/adometry,Adometry By Google,Advertising|Analytics|Displays|Software,USA,TX,Austin,Austin,/organization/google,Google,Blogging Platforms|Email|Information Technology|Search|Software|Video Streaming,USA,CA,SF Bay Area,Mountain View,2014-05-06,2014-05,,USD
/organization/adomo,Adomo,Messaging,USA,CA,SF Bay Area,Cupertino,/organization/avaya,Avaya,Software|Unifed Communications|Wireless,USA,NJ,Newark,Basking Ridge,2009-07-24,2009-07,,USD
/organization/adonomics,Adonomics,Analytics|Apps|Big Data Analytics|Curated Web|Facebook Applications,,,,,/organization/adknowledge,Adknowledge,Advertising|Apps|Content Discovery|Facebook Applications|Mobile|Mobile Games|Sales and Marketing|Social Media|Twitter Applications|Video,USA,MO,Kansas City,Kansas City,2008-11-03,2008-11,200000,USD
/organization/ador,ADOR,News|Social Commerce|Social Media,USA,WA,Seattle,Seattle,/organization/lightinthebox-com,LightInTheBox.com,Consumers|E-Commerce,CHN,22,Beijing,Beijing,2014-01-06,2014-01,,USD
/organization/adotomi,Adquant,Advertising|Facebook Applications|Sales and Marketing|Social Media Marketing,ISR,5,Tel Aviv,Tel Aviv,/organization/kenshoo,Kenshoo,Advertising|Mobile Advertising|Search Marketing|Social Media Advertising,ISR,5,Tel Aviv,Tel Aviv,2014-09-15,2014-09,12000000,USD
/organization/adotomi,Adquant,Advertising|Facebook Applications|Sales and Marketing|Social Media Marketing,ISR,5,Tel Aviv,Tel Aviv,/organization/matomy-media-group,Matomy Media Group,Advertising|Digital Media|Mobile|Online Video Advertising|Search Marketing|Social Media Advertising|Virtual Currency,ISR,5,Tel Aviv,Tel Aviv,2013-10-01,2013-10,,USD
/organization/adotube,AdoTube,Advertising|Monetization|Video,USA,NY,New York City,New York,/organization/exponential,Exponential,Advertising|Advertising Networks|Big Data Analytics|Curated Web|Mobile Advertising|Online Video Advertising,,,,,2011-09-13,2011-09,,USD
/organization/adparlor,AdParlor,Advertising|Facebook Applications|Social Games,USA,NY,New York City,New York,/organization/adknowledge,Adknowledge,Advertising|Apps|Content Discovery|Facebook Applications|Mobile|Mobile Games|Sales and Marketing|Social Media|Twitter Applications|Video,USA,MO,Kansas City,Kansas City,2011-11-01,2011-11,,USD
/organization/adperio,Adperio,Advertising|Android|Internet|iOS|Mobile|Social Media|Virtual Currency,USA,CO,Denver,Denver,/organization/matomy-media-group,Matomy Media Group,Advertising|Digital Media|Mobile|Online Video Advertising|Search Marketing|Social Media Advertising|Virtual Currency,ISR,5,Tel Aviv,Tel Aviv,2011-08-11,2011-08,30000000,USD
/organization/adplis,ADPLUS IND,Advertising,IDN,4,Jakarta,Jakarta,/organization/yello-mobile,Yello Mobile,Mobile,KOR,11,Seoul,Seoul,2015-03-03,2015-03,,USD
/organization/adportal,AdPortal,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/glammedia,Mode Media (fka Glam Media),Content Creators|Curated Web|Fashion|Lifestyle|Media|Social Network Media|Video Streaming,USA,CA,SF Bay Area,Brisbane,2010-07-23,2010-07,,USD
/organization/adquantic,AdQuantic,Advertising|Algorithms|Auctions|Optimization|Search Marketing|Semantic Search,FRA,A8,Paris,Paris,/organization/criteo,Criteo,Advertising,FRA,A8,Paris,Paris,2014-04-11,2014-04,,USD
/organization/adquota,adQuota,Advertising,DNK,17,Copenhagen,Copenhagen,/organization/opera-mediaworks,Opera Mediaworks,Computers|Software,USA,CA,SF Bay Area,San Mateo,2015-10-20,2015-10,,USD
/organization/adready,AdReady,Advertising|Displays|Graphics,USA,WA,Seattle,Seattle,/organization/cpxi,CPXi,Advertising|Curated Web|Internet Marketing,USA,NY,New York City,New York,2013-10-01,2013-10,,USD
/organization/adrime,Adrime,Advertising,NLD,7,Amsterdam,Amsterdam,/organization/weborama,Weborama,Advertising,FRA,A8,Paris,Paris,2010-02-22,2010-02,,USD
/organization/adsage,adSage,Advertising|Services|Software,USA,WA,Seattle,Bellevue,/organization/bestv,BesTV,Broadcasting|Entertainment|Media|Technology,CHN,23,Shanghai,Shanghai,2014-08-19,2014-08,100000000,USD
/organization/adscape,Adscape,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/google,Google,Blogging Platforms|Email|Information Technology|Search|Software|Video Streaming,USA,CA,SF Bay Area,Mountain View,2007-02-16,2007-02,23000000,USD
/organization/adsmobi,adsmobi,Advertising|Media|Mobile|Mobile Video|Services,USA,NY,New York City,New York,/organization/smaato,Smaato,Advertising,USA,CA,SF Bay Area,San Francisco,2013-07-25,2013-07,,USD
/organization/adstack,AdStack,Advertising,USA,CA,SF Bay Area,San Francisco,/organization/tellapart,TellApart,Analytics|Big Data,USA,CA,SF Bay Area,Burlingame,2013-09-30,2013-09,,USD
/organization/adtec,ADTec,,,,,,/organization/tomi-environmental-solutions,TOMI Environmental Solutions,Clean Technology,USA,CA,Los Angeles,Beverly Hills,2009-10-13,2009-10,,USD
/organization/adtech,"ADTECH, now a part of ONE by AOL",Advertising|Curated Web|Technology,USA,NY,New York City,New York,/organization/aol,AOL,Advertising Platforms|Content Creators|Digital Media|News,USA,NY,New York City,New York,2007-05-16,2007-05,,USD
/organization/adtuition,Adtuitive,Advertising,USA,NY,New York City,New York,/organization/etsy,Etsy,E-Commerce|Peer-to-Peer,USA,NY,New York City,Brooklyn,2009-12-18,2009-12,,USD
/organization/aductions,Aductions,Advertising,USA,CA,SF Bay Area,San Jose,/organization/zyraz-technology,Zyraz Technology,Biotechnology,MYS,14,MYS - Other,Damansara New Village,2008-06-18,2008-06,3500000,USD
/organization/adultmint,AdultMint,Curated Web,,,,,/organization/hellhouse-media,HellHouse Media,Distribution|Entertainment|Film|Games|Internet|Media|Sales and Marketing|Video,USA,WA,Seattle,Renton,2008-03-12,2008-03,,USD
/organization/adura-technologies,Adura Technologies,Clean Energy|Clean Technology|Lighting,USA,CA,SF Bay Area,San Francisco,/organization/acuity-brands,Acuity Brands,Electronics,USA,GA,Atlanta,Atlanta,2013-01-07,2013-01,,USD
/organization/aduro,Aduro,,USA,CA,SF Bay Area,Pleasanton,/organization/omron-electronics,Omron Corporation,Electronics|Manufacturing|Sales Automation,JPN,22,JPN - Other,Kyoto,2006-01-11,2006-01,,USD
/organization/advaict,AdvaICT,,,,,,/organization/invea-tech,INVEA-TECH,Application Performance Monitoring|Cyber Security|Networking|Network Security,CZE,78,Prague,Brno,2013-01-01,2013-01,,USD
/organization/advance-partners,Advance Partners,,,,,,/organization/paychex,Paychex,Software,USA,NY,"Rochester, New York",Rochester,2015-12-02,2015-12,,USD
/organization/advanced-accessory-systems,Advanced Accessory Systems,,,,,,/organization/castle-harlan,Castle Harlan,Financial Services|Investment Management|Venture Capital,USA,NY,New York City,New York,2003-04-17,2003-04,,USD
/organization/advanced-analogic-technologies,Advanced Analogic Technologies,Semiconductors,USA,NM,NM - Other,Santa Clara,/organization/skyworks-solutions,Skyworks Solutions,Semiconductors,USA,MA,Boston,Woburn,2011-05-27,2011-05,262500000,USD
/organization/advanced-biohealing,Advanced BioHealing,Biotechnology,USA,CT,Hartford,Westport,/organization/shire,Shire,Biotechnology|Medical Devices|Pharmaceuticals,IRL,7,Dublin,Dublin,2011-05-17,2011-05,750000000,USD
/organization/advanced-bionics,Advanced Bionics,Design|Development Platforms|Manufacturing|Medical Devices,USA,CA,Los Angeles,Valencia,/organization/sonova-holding,Sonova Holding,Consumer Goods|Customer Service|Design|Manufacturing,CHE,25,CHE - Other,Stafa,2009-11-09,2009-11,,USD
/organization/advanced-care,Advanced Care,Health and Wellness|Health Care|Healthcare Services,USA,NY,New York City,New York,/organization/axelacare,AxelaCare,Biotechnology,USA,KS,Kansas City,Lenexa,2014-10-02,2014-10,,USD
/organization/advanced-care-scripts,Advanced Care Scripts,Healthcare Services|Pharmaceuticals|Therapeutics,USA,FL,Orlando,Orlando,/organization/omnicare,Omnicare,Health Care,USA,OH,Cincinnati,Cincinnati,2008-07-16,2008-07,212000000,USD
/organization/advanced-center-for-physical-therapy,Advanced Center for Physical Therapy,,USA,VA,"Washington, D.C.",Charlottesville,/organization/phoenix-rehabilitation-and-health-services,Phoenix Rehabilitation and Health Services,,USA,PA,PA - Other,Blairsville,2015-07-15,2015-07,,USD
/organization/advanced-composites,Advanced Composites,Oil & Gas,ITA,5,Venice,Ravenna,/organization/antelope-oil-tool-manufacturing-co,Antelope Oil Tool & Manufacturing Co.,,USA,TX,TX - Other,Mineral Wells,2014-07-15,2014-07,,USD
